,,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate
,,BPRMF,BPRMF,BPRMF,BPRMF,BPRMF,WRMF,WRMF,WRMF,WRMF,WRMF,SVD,SVD,SVD,SVD,SVD,CoFFee,CoFFee,CoFFee,CoFFee,CoFFee,mostpopular,mostpopular,mostpopular,mostpopular,mostpopular,random,random,random,random,random
fold,topk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,0.0372195660169,0.00734572117433,0.00675344576963,0.965957109582,0.980076125093,0.0762044869437,0.0151235865193,0.0109187551446,0.961791800207,0.972298259748,0.0746965796249,0.0149503202041,0.0125508619532,0.960159693398,0.972471526063,0.0534755424789,0.0103135781712,0.00289929187318,0.969811263478,0.977108268096,0.0922765722692,0.0189568410422,0.00729764677723,0.965412908574,0.968465005225,0.000956233909526,0.000164567972586,0.000244224942643,0.972466330409,0.987257278294
5,3,0.0527522373422,0.0110646421128,0.0101690047111,0.96254155064,0.976357204154,0.102022802501,0.0215599806185,0.0161402126132,0.956570342738,0.965861865649,0.0991173225451,0.0212587202344,0.0188528403883,0.953857714963,0.966163126033,0.074843692534,0.0155057881924,0.00457004500954,0.968140510342,0.971916058075,0.129299987741,0.0275719072722,0.0095237219566,0.963186833395,0.959849938995,0.00132401618242,0.00022738284967,0.000289759890716,0.972420795461,0.987194463417
5,5,0.0802500919456,0.0179949152641,0.0157118338325,0.956998721519,0.969426931003,0.145543704793,0.0351388815916,0.0260865922929,0.946623963058,0.952282964675,0.141060438887,0.0343846068524,0.0295861281867,0.943124427165,0.953037239415,0.109108740959,0.0239891533419,0.00729134193827,0.965419213413,0.963432692925,0.180023292877,0.0425460457568,0.0157501298914,0.95696042546,0.94487580051,0.0024273630011,0.000392447036434,0.000421957185473,0.972288598166,0.987029399231
5,10,0.125597646193,0.0362262328003,0.0319628189636,0.940747736388,0.951195613467,0.213091822974,0.0638582403661,0.0496209507464,0.923089604605,0.923563605901,0.207292071665,0.0624489629124,0.0560139115104,0.916696643841,0.924972883355,0.163671693024,0.0391700380042,0.0141554726586,0.958555082693,0.948251808263,0.273148216256,0.0749840627682,0.0324181392552,0.940292416096,0.912437783499,0.00536962118426,0.000911282742838,0.000940238299562,0.971770317052,0.986510563524
5,15,0.149410935393,0.0506874025815,0.046152763913,0.926557791438,0.936734443686,0.253892012119,0.0897329492052,0.0718045558299,0.900905999521,0.897688897062,0.24824217587,0.0871776213244,0.0801911592147,0.892519396137,0.900244224943,0.197313963467,0.0490520849752,0.0193328838217,0.95337767153,0.938369761292,0.33248603303,0.104282094841,0.0494355125892,0.923275042762,0.883139751426,0.0080176535491,0.0014121087935,0.00137673164153,0.97133382371,0.986009737474
5,20,0.16931286012,0.065807282089,0.0619489541556,0.910761601196,0.921614564178,0.284476552421,0.11319982253,0.0933942509209,0.87931630443,0.874222023737,0.281851024828,0.111413217978,0.101992299924,0.870718255428,0.876008628289,0.224370654477,0.0567975504533,0.0238633192642,0.948847236087,0.930624295814,0.376156149845,0.128002241721,0.0645053912211,0.90820516413,0.859419604546,0.0101140125046,0.00179422289941,0.00181474281511,0.970895812536,0.985627623368
5,30,0.199386474953,0.0913983023637,0.0894275439733,0.883283011378,0.896023543903,0.328342469512,0.153539233028,0.132696865678,0.840013689673,0.833882613239,0.321378103528,0.151895975995,0.143544341115,0.829166214236,0.835525870272,0.268389113645,0.0713321891218,0.0318633134264,0.940847241925,0.916089657145,0.445700391717,0.16815781946,0.0897445372657,0.882966018086,0.819264026807,0.0154468554616,0.00284578830919,0.00273227201877,0.969978283332,0.984576057958
5,50,0.239653671693,0.134076282714,0.136375242999,0.836335312352,0.853345563553,0.380974593834,0.209333496792,0.19025120113,0.782459354221,0.778088349475,0.373921230378,0.208469792232,0.201599940454,0.771110614897,0.778952054035,0.325949374478,0.0934066562754,0.0452560465157,0.927454508836,0.894015189992,0.4820909006,0.223468361968,0.150859384578,0.821851170774,0.763953484299,0.0246781905112,0.00458750007297,0.00464479821596,0.968065757135,0.982834346194
5,70,0.266404432068,0.166000572106,0.173760719686,0.798949835666,0.821421274161,0.412605620647,0.24525841083,0.228727269012,0.743983286339,0.742163435437,0.407280337659,0.244600868667,0.241359656036,0.731350899315,0.7428209776,0.361643169466,0.109876617804,0.055336228889,0.917374326462,0.877545228463,0.513024658926,0.266431548714,0.194366597197,0.778343958155,0.720990297553,0.0347554247885,0.00651292783878,0.00620658855672,0.966503966795,0.980908918428
5,100,0.298302597243,0.20597847598,0.215636671979,0.757073883372,0.781443370287,0.447398115554,0.286515671611,0.272086405483,0.700624149868,0.700906174656,0.444627138829,0.28811517423,0.284776061461,0.687934493891,0.699306672037,0.398453154463,0.129149722412,0.0684689457492,0.904241609602,0.858272123855,0.552483143312,0.330313140335,0.244980472513,0.727730082839,0.657108705932,0.0478852519309,0.00908789996322,0.00909405885684,0.963616496494,0.978333946304
